labels,timestamp,value
{consumergroup=__strimzi-topic-operator-kstreams},1655478738,1
{consumergroup=__strimzi-topic-operator-kstreams},1655478743,1
{consumergroup=__strimzi-topic-operator-kstreams},1655478748,1
{consumergroup=__strimzi-topic-operator-kstreams},1655478753,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478758,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478763,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478768,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478773,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478778,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478783,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478788,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478793,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478798,0
{consumergroup=__strimzi-topic-operator-kstreams},1655478803,0
