labels,timestamp,value
{consumergroup=__strimzi-topic-operator-kstreams},1655796209,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796224,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796229,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796234,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796239,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796244,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796249,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796254,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796259,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796264,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796269,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796274,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796279,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796284,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796289,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796294,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796299,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796304,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796309,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796314,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796319,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796324,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796329,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796334,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796339,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796344,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796349,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796354,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796359,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796364,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796369,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796374,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796379,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796384,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796389,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796394,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796399,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796404,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796409,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796414,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796419,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796424,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796429,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796434,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796439,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796444,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796449,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796454,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796459,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796464,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796469,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796474,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796479,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796484,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796489,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796494,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796499,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796504,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796509,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796514,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796519,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796524,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796529,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796534,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796539,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796544,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796549,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796569,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796574,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796579,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796584,1
{consumergroup=__strimzi-topic-operator-kstreams},1655796589,1
{consumergroup=__strimzi-topic-operator-kstreams},1655796594,1
{consumergroup=__strimzi-topic-operator-kstreams},1655796599,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796604,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796609,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796614,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796619,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796624,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796629,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796634,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796639,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796644,0
{consumergroup=__strimzi-topic-operator-kstreams},1655796649,0
