labels,timestamp,value
{consumergroup=__strimzi-topic-operator-kstreams},1655170651,4
{consumergroup=__strimzi-topic-operator-kstreams},1655170656,4
{consumergroup=__strimzi-topic-operator-kstreams},1655170661,4
{consumergroup=__strimzi-topic-operator-kstreams},1655170666,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170671,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170676,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170681,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170686,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170691,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170696,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170701,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170706,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170711,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170716,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170721,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170726,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170731,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170736,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170741,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170746,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170751,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170756,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170761,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170766,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170771,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170776,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170781,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170786,0
{consumergroup=__strimzi-topic-operator-kstreams},1655170791,0
