labels,timestamp,value
{consumergroup=__strimzi-topic-operator-kstreams},1655627963,2
{consumergroup=__strimzi-topic-operator-kstreams},1655627968,2
{consumergroup=__strimzi-topic-operator-kstreams},1655627973,2
{consumergroup=__strimzi-topic-operator-kstreams},1655627978,2
{consumergroup=__strimzi-topic-operator-kstreams},1655627983,2
{consumergroup=__strimzi-topic-operator-kstreams},1655627988,2
{consumergroup=__strimzi-topic-operator-kstreams},1655627993,0
{consumergroup=__strimzi-topic-operator-kstreams},1655627998,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628003,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628008,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628013,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628018,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628023,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628028,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628033,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628038,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628043,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628048,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628053,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628058,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628063,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628068,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628073,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628078,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628083,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628088,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628093,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628098,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628103,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628108,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628113,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628118,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628123,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628128,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628133,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628138,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628143,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628148,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628153,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628158,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628163,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628168,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628173,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628178,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628183,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628188,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628193,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628198,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628203,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628208,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628213,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628218,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628223,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628228,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628233,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628238,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628243,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628248,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628253,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628258,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628263,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628268,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628273,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628278,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628283,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628288,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628293,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628298,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628303,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628308,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628313,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628318,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628323,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628328,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628333,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628338,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628343,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628348,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628353,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628358,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628363,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628368,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628373,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628378,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628383,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628388,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628393,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628398,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628403,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628408,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628413,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628418,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628423,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628428,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628433,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628438,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628443,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628448,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628453,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628458,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628463,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628468,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628473,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628478,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628483,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628488,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628493,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628498,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628503,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628508,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628513,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628518,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628523,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628528,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628533,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628538,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628543,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628548,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628553,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628558,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628563,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628568,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628573,0
{consumergroup=__strimzi-topic-operator-kstreams},1655628578,0
