labels,timestamp,value
{consumergroup=__strimzi-topic-operator-kstreams},1655256961,0
{consumergroup=__strimzi-topic-operator-kstreams},1655256966,0
{consumergroup=__strimzi-topic-operator-kstreams},1655256971,0
{consumergroup=__strimzi-topic-operator-kstreams},1655256976,0
{consumergroup=__strimzi-topic-operator-kstreams},1655256981,0
{consumergroup=__strimzi-topic-operator-kstreams},1655256986,0
{consumergroup=__strimzi-topic-operator-kstreams},1655256991,0
{consumergroup=__strimzi-topic-operator-kstreams},1655256996,0
{consumergroup=__strimzi-topic-operator-kstreams},1655257001,0
{consumergroup=__strimzi-topic-operator-kstreams},1655257006,0
{consumergroup=__strimzi-topic-operator-kstreams},1655257011,0
{consumergroup=__strimzi-topic-operator-kstreams},1655257016,0
{consumergroup=__strimzi-topic-operator-kstreams},1655257021,0
