labels,timestamp,value
{consumergroup=__strimzi-topic-operator-kstreams},1655510731,0
{consumergroup=__strimzi-topic-operator-kstreams},1655510736,0
{consumergroup=__strimzi-topic-operator-kstreams},1655510741,0
{consumergroup=__strimzi-topic-operator-kstreams},1655510746,1
{consumergroup=__strimzi-topic-operator-kstreams},1655510751,1
{consumergroup=__strimzi-topic-operator-kstreams},1655510756,1
{consumergroup=__strimzi-topic-operator-kstreams},1655510761,0
{consumergroup=__strimzi-topic-operator-kstreams},1655510766,0
{consumergroup=__strimzi-topic-operator-kstreams},1655510771,0
{consumergroup=__strimzi-topic-operator-kstreams},1655510776,0
{consumergroup=__strimzi-topic-operator-kstreams},1655510781,0
