labels,timestamp,value
{consumergroup=__strimzi-topic-operator-kstreams},1655343806,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343811,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343816,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343821,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343826,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343831,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343836,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343841,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343846,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343851,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343856,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343861,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343866,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343871,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343876,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343881,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343886,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343891,0
{consumergroup=__strimzi-topic-operator-kstreams},1655343896,0
